motorPos,motorVel,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
179.833,-1.24583,-9.56475,-1.45188,0.69651,0.35,-0.42,-0.56,0
179.833,3.65017,-9.56475,-1.4715,0.70632,0.49,-0.28,-0.63,0
179.833,-1.24583,-9.57456,-1.49112,0.67689,0.42,-0.35,-0.63,0
179.833,3.65017,-9.57456,-1.54998,0.67689,0.56,-0.28,-0.49,0
179.833,-1.24583,-9.53532,-1.54017,0.67689,0.42,-0.35,-0.49,0
179.833,1.20211,-9.54513,-1.55979,0.66708,0.14,-0.28,-0.56,0
179.833,-4.91785,-9.57456,-1.57941,0.66708,0.07,-0.28,-0.63,0
179.833,1.20211,-9.57456,-1.57941,0.65727,0.21,-0.21,-0.56,0
179.833,-2.4698,-9.56475,-1.54017,0.65727,-0.07,-0.35,-0.35,0
179.833,-1.24583,-9.55494,-1.53036,0.67689,-0.14,-0.49,-0.28,0
179.833,-3.69388,-9.56475,-1.51074,0.69651,0,-0.49,-0.35,0
179.833,3.65017,-9.55494,-1.52055,0.70632,0,-0.49,-0.35,0
179.833,-0.0218566,-9.54513,-1.52055,0.72594,0.21,-0.35,-0.35,0
