motorPos,motorVel,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-30.0,125.66370614359172,0.8859238196148504,-0.032496336979982526,9.697373914838508,-8.073823897250508,4.27477762267128,3.716100194633671
-29.37115618161759,125.60157449945008,0.5236390841753309,-0.018506804650381996,9.83633790728215,7.638677725288596,3.785079244204477,3.030412307620444
-28.742934199110362,125.4152410062636,0.6466139067454747,-0.2875781460615112,9.71555148921217,-2.0124468606976667,4.772220517336186,1.9485381559361656
-28.115955273447476,125.10488992099313,0.6845999987970866,0.05119818372572992,9.828707549664328,13.030540389904438,4.0136098338148845,3.6634110584453192
-27.49083939639408,124.67082813611829,-0.4432078235437932,-0.0687650584594553,9.816943705108576,18.035063349340863,3.788461477239955,3.375236751335236
-26.868204717428846,124.11348487616507,0.09867928387275804,0.06879756488098886,9.873262081671715,35.36166787219743,4.736813083063865,3.620501237971488
-26.248666932483257,123.43341127326474,0.038025576650155365,0.1133593589136483,9.711153969285496,25.531632117218663,4.210088638391377,3.782329610620468
-25.63283867510709,122.63127982216348,0.26257918283745557,0.48636970767470444,9.704092678439608,31.508952851001737,3.468503949624821,3.3099615647599467
-25.021328910662167,121.70788371522215,0.8391718786103883,0.4931907366493702,9.652348747532717,28.78512665006824,3.4760480567132364,4.599838529490207
-24.414742334143398,120.66413605806335,0.46424374956580144,0.11571989257714499,9.721666067388892,27.46015760002216,2.137440193570537,4.204620029297725
-23.813678772222623,119.50106896664161,-0.26161943097049856,-0.15582751040629164,9.712705016034125,51.123098654632415,3.6232388401374735,4.551440362085809
-23.218732590106494,118.21983254662952,-0.21050101576201888,0.2029444996233076,9.938925467031838,43.654553428554166,3.657106627757508,4.3714235529019785
-22.630492103795003,116.82169375612904,-0.5932113268833198,-0.18469719309757415,9.800752050937806,45.83778055458522,2.898350791947166,4.376397862636736
-22.04953899832174,115.30803515283255,-0.2581380092927694,-0.15103658435306438,9.773563788534325,59.576628185670835,3.0039091590017093,4.534091922407006
-21.476447752551294,113.68035352687265,0.4707755946971219,-0.08563002109316686,9.963125396644644,43.040200075492194,2.797694301047603,4.694832148645617
-20.91178507110245,111.94025842071257,0.3205983167390414,-0.5114202802663809,9.603716241360301,50.68311911844108,3.020550790476942,4.972977767335345
-20.356109323959046,110.0894705375406,-0.31996494108846096,-0.26261977933229214,9.742786707279286,57.8617005330362,3.672051525675512,4.617811692636135
-19.809969994322536,108.12982003974282,-0.5039293408223361,0.43826256126477053,9.901074036891325,42.134461739054075,2.105274204673772,3.610750474438541
-19.27390713525235,106.06324473913631,-0.6028579248988171,0.08014841814949056,9.700643747583898,69.68556831328137,3.1386332118021696,4.933070637068035
-18.74845083563126,103.89178818075261,-0.05278053754800038,0.3586885413871075,9.702389050437333,71.48317714414767,2.8260465969605155,4.390636121976665
-18.2341206959839,101.61759762206643,0.4724680816195907,0.09863996918705092,9.830301592327487,69.39482042452315,2.4493452138142433,4.802178033724634
-17.731425314666765,99.24292190966736,-0.537435722598073,0.20578873809806977,9.84962895741068,73.15091953451436,2.4661886263762667,4.286268356223194
-17.240861784937763,96.77010925547503,0.36566303962379476,-0.2112227376066468,9.696525757754117,76.96269549931127,2.071614989301487,4.706496990424148
-16.762915203402642,94.201604914696,0.9572285840028117,-0.1633276103811149,9.922905349150485,79.4502716889833,1.8559699196917112,3.8030249823275977
-16.298058190324383,91.53994876781881,0.6421551338745018,-0.10152919757328105,9.869791433627084,72.91983121237928,1.310261454558199,4.0394363886599
-15.84675042226991,88.78777280903846,-0.0031449410750136898,-0.38183305083657226,9.781795659797433,58.515578342832086,0.8226435938659393,4.057957514386521
-15.409438177556229,85.9477985435935,-0.602950733910609,0.14202097563927232,9.788383328008612,84.82893369217277,0.28026540812653344,3.724133065525237
-14.986553894945514,83.02283429658995,0.14829404744795907,-0.0045812998323064525,9.885820944700416,76.17216300215722,1.012596780699651,3.5327752321472707
-14.578515746025504,80.01577243597224,-0.2586308394688329,-0.10092189513745567,9.725933042397104,78.1503262290902,0.7119573068322095,3.2241839638789145
-14.185727221698126,76.92958651238875,-0.0028656625943687146,-0.16613456714427394,9.724417560154249,70.54697874490007,0.7960195300280521,2.3302973585686537
-13.80857673318512,73.76732831877864,-0.07133459974046631,-0.049625502899663415,10.02783147893874,70.07514254544816,0.8861918786029465,3.275986832319902
-13.447437227945375,70.53212487258865,-0.5303944270625667,0.18054518263822858,9.746827939301578,92.4436472037378,0.7780423690858973,3.58431524727125
-13.102665820883644,67.2271753236038,-0.23058304211097522,-0.06573094607889853,9.786369430008946,62.98200577303132,-0.23044423608124914,3.3161600324517204
